상품명,가격,url
애플 아이폰13mini 미니 128GB 스타라이트 자급제,"598,000원",https://cr.shopping.naver.com/adcr?x=vEgvnvLir7AcaUyqwblWX%2F%2F%2F%2Fw%3D%3Ds%2BoUHuloO03R1BWEqH50zUdMNGNddJDpWUmDmItbsRecAjU5j3gjlMYsRq8%2BGHFpSxZHWXzwRNnZWhhNjVPeHejXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpWfp68eJATNakOpEDWrKNNkwjB4ZrtKiJqxCj2kFYx83zForf4nGUgPwiv53t%2BtlmqAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2Fb%2F2WGLD5QDcbSt4WomyqsXo5EGyTUCeb6dIWM6cFFumK98KaIZa4VBE0V5wqYGSThu2S7viFnVxyoQ07sfSnZCMHn7BDBNaqXNmoKbAeTMvqFhqHKlMAtG06yfdqTanlcT4WlGyJdeyVhal5D01ogwJNJzOL94tt1j%2F5b6zPXpuSOxJbq84OqhO%2BYXdvS5jfW3qIXEiE7CK2DstF0sjZiXDO8eKLFVjKAYwLx2wIluZ05%2FiL3MWsFcTbnjz%2FZLXrSOWqEz0N2Zx6iLTPXtswGZD0H450o9wcyZixZhISjgAsxM4p2djkXPZbdLRvkJ7m8cgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=87091267964&catId=50001519
Apple 아이폰 15 프로 256GB 자급제 화이트 티타늄 (정품),"1,429,990원",https://cr.shopping.naver.com/adcr?x=vSsojnfBXxMU5oG1hB5%2BQ%2F%2F%2F%2Fw%3D%3DsZ1pbZNhD60uzuEVnOwIgvJR6ctJMHU4V8O%2BuctAnmSTxTAJR5s3V3RheLYZrm3hT1T54H202r75GiEJwl0e4fWg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUpmWMW02Rfkp%2Fa7XIA5kPyigqPjVtKicAMxlBv5fNcgvumundRtj6DafqB7IoIcy%2FRL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY5W6v2zGWtV3FbDV35ERKGwlhNQ%2B6khi%2F8NMPkzNKbWcglIoSvKTA%2Ffvxn7nqCVPzyk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdEoouHQLOYqOuNP2AjAMEU84Yvt%2BFtmUo004yh0vGnLGbF4OZVL2Q%2FcwuxYvViSTh0GTl5FcS%2B65FwRRgvEl0afUl1Mb6CmDxR1AktcPJbKnXMJwZb4Qkvod8Tw5s2U1Pl%2FyAykvl2AY14ifn5jETA7o1rKV2m%2FsvD7Xf0B9at3CwWoIK15fXOSEbwm8JAM2zHB4eSj66M8bMW%2BJjPPsPuA01fxW%2Bl2qWyLiAC%2BBJeZ2FXkZaIaNJRP04HkjiAODveoPrJtXEm78p6kWG%2BxDWLD2pYgaudUb1gSm9sLMO22D%2Bp0EGqpZpLLsQP93IWSI3eJRbop3qwiRpBGcEs0hK6IGruH08DlKshetxY8KUEZb&nvMid=87730417958&catId=50001519
해외아이폰 SE1 iPhone SE1 공기계 세컨폰 ref se 언락 항공 실버 16GB,"123,000원",https://cr.shopping.naver.com/adcr?x=cm%2BEygGHp05xBrba2GveKv%2F%2F%2Fw%3D%3Ds%2FXeq%2BFak4KuyxB1%2FAD4nk9oubUBYdb0oZXun2ClyJNTxTAJR5s3V3RheLYZrm3hTEt9yVq3aZi4W1Ey8J%2Fbmvmg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUpmWMW02Rfkp%2Fa7XIA5kPyigqPjVtKicAMxlBv5fNcgvumundRtj6DafqB7IoIcy%2FRL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY6HIuMNM7VKHD6Hpd2Ep4jmlhNQ%2B6khi%2F8NMPkzNKbWcglIoSvKTA%2Ffvxn7nqCVPzyk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdMGECSHdI6Vof4N%2BmgguZ7310%2BOTbuZF6JibzF0ibvaqgQTAaHG5egb4muwzcbROOiC%2BVjy7QUIRBL4msaA5tuQhwTs421x06c99CW0QrZnzfbVgL3nO5%2FvUczRQYIulA10SKuH47EYx47%2BJbHF8fezz9CleRIXbTwkayiXCASH%2BwaiEGl01sLQUUYYRPinfOv77AbwexYu2GA33Vu75JBrcd%2BxiBHDKguqRXD44LlKCRtxU8dCV508BmtP9vagC8bEKHCxBhmtMLJXh3NqRZK0%2BpOy%2BZmC%2Bj5FigzCt3C9pr49uZWuuWDE%2FOCCECJbyZemo56iA1z8T1i1X6I%2FPsnXLVWGr8fvvH1mWvUgXPK6j&nvMid=89660796323&catId=50000249
[대여] 아이폰14 프로 렌탈 무보증금 무서류 카메라 캠코더 휴대폰 스마트폰,"16,000원",https://cr.shopping.naver.com/adcr?x=Xax%2Bd6GB4SfAgYjVcPt%2Fff%2F%2F%2Fw%3D%3Ds1Kt%2B%2BosmKnT%2BTfxe%2Fz9U6bRW9YZ8kzUwkW6mVLx9xpkAjU5j3gjlMYsRq8%2BGHFpSAHcUrxML8sojKebLa96mQjXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpV3NQY65KqpQro7BtyPGUViV2ah8hyFffWTGR4LIuL8fDForf4nGUgPwiv53t%2BtlmqAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FeDX48N3Q9g7Ca6azJh7m6DmExjDAOTZTrF407xU3h8lAeuQKgRq6z4fGpaOnMSDdhn2z%2Fc5Ap26Ez4ItiWDAoCMHn7BDBNaqXNmoKbAeTMv%2BI7vL6huoqMPLz0nFxOQ2FHuLqUF1Bx19BTKHihNfS4skOF4pa6TtPyCtdDCQy42NYYhpqE9O9aUdYhWT59kiQfsECGb8j75FxvLhtFMqU5ZRNmgQRODmxL0pfhYxO8cTchTIY15z0WdsznLTWQoDOTAhApV7y4GCDAX50cf0VhWsep8RvH0T%2FkYe8eX%2BGG8S7ucDGhEZ%2FvLNUx4nQ8krUA8RP7k%2FuZzGKY9D2cDMAunR4rORc6%2B2QihumY6RnCSWsl5%2Bg4luaQ7gEP1gxuYzQ1QmAmnoJRdq4K9btjkCM0%3D&nvMid=84914932359&catId=50000249
해외아이폰7 32GB 신품급 감성카메라 배터리100%,"139,500원",https://cr.shopping.naver.com/adcr?x=U6j4P%2B8%2BC42K1esJcM3Dov%2F%2F%2Fw%3D%3DsWF%2FBocw0p2b%2Bf74F%2BTlHk58hPuz3sFFaclRo2p8YR2MAjU5j3gjlMYsRq8%2BGHFpStmJKIROluQqutsZCktS9KjXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpVNdqx00DN2LKcDGflrKdNWXsapHaikuWXoz1YgPVaCC3HzK7ICYRwdqEB0iK5u%2BztVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv9pUcejhsDqmox%2B6YwW%2FOF1XQrn%2FEdjtdOQf8ZmCZhmh5adVVOd36sZSkwU%2FrusCgqJuTUEVwtDa6mNqnVLZ%2FuVuGn2V5pCke0wopEIT%2Fi25BRxhh8RrHQJNLgpnx4wv8kvz2HcyZij9Oc8jJoFT4VyM%2FRDQC0l7y9aIJX1oIRXqVrkN4PO2H7WoKXDxzuMCXefUINEKk6UDG7h7UeSXHqUacqE3KUH9Gzwl52ONcUIda1jS8Ua1hwiaLnWMxworxn46BsGCLJli%2BLs27LAbDobCcjUaMr8MMapP7SHbA6EDv1t%2BQzfSsII4IJ5MVXHjgmhopkeKUdu5q4dSKA0zkoA%3D&nvMid=89333330623&catId=50000249
[대여]아이폰16 프로 대여/렌탈 서울 가락시장역 방문수령 퀵발송 256GB,"19,000원",https://cr.shopping.naver.com/adcr?x=0hJmMcogmh1EtHVzuSMpQ%2F%2F%2F%2Fw%3D%3DsNcHsZWIdgYjau7lups9D%2FnTzFwxF1n32eoGDYr%2BI9ChyoYErd7Wx1dfdVO6hh7qVyoDoJg%2Fcrm%2Fmk2v9PP9gjMKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF3W%2BLu6C3KkSESz%2F5Ndi9UxPsT%2FxSjpUJFdlZfyHQtivxKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyDTfw7wVQXfeoU0HHOUZQnx4I8bFQXMZoqA9YnHat5f2K98KaIZa4VBE0V5wqYGSTj%2FhrY97X3WMg%2FJ5sd1n%2Fi%2BMHn7BDBNaqXNmoKbAeTMvE%2BGneQha3OdwtcFlV10prZC3IGRS8obV3eRarAgBeY6qZM01AIceKJCk6z30NEBCUQMj9jSQZ0oJE%2BKK4REuOm7WCNHr1hJ2uGu9qmfnsTKpmfkQWQguNnS8bhk2uOuemizsw57iASTSdiNeVn6LnaUopksPMsSeel7B%2BiP42y4phM4Xkqwer6KAYBzWkB5nOj5mI128MaNoq8eJXcJtuTWrJUkxyK%2FQWwBOBOe7vH6xS68FSbwf2lgK%2Ff2FSJFAzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=89200635457&catId=50001519
해외아이폰6 자급제 세컨폰 학생폰 공기계 카메라무음 실버 16GB,"82,000원",https://cr.shopping.naver.com/adcr?x=ld6075sE13OyPCeTmACHP%2F%2F%2F%2Fw%3D%3DspUGvV5yPuwmGDn9L1BITZI2RltWaeQJFPsx91NYi5s3xTAJR5s3V3RheLYZrm3hToOhruBHPvWjq0yeToXUloGg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUpmWMW02Rfkp%2Fa7XIA5kPyigqPjVtKicAMxlBv5fNcgvumundRtj6DafqB7IoIcy%2FRL6iu0rN9ANYEXkZX8p%2BoSEm%2FeWMmjv1VUimPr%2BbdY5lSn5N3OFCv00OjsetAg%2FslhNQ%2B6khi%2F8NMPkzNKbWcglIoSvKTA%2Ffvxn7nqCVPzyk6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdKoXEQJDqrdQ1oibEhcoh41HYv457LzZ5Kos1C%2Fsz1VeS25wFKNFGab1Mlgs7bQfmVzMpTWGELSChGfJl2aNN3BeXs8JhKr1w%2FfTQog2lGike%2FdhF4aYLtdIPpVHhWquRyqcVaUqwZ22A4HOZ0IVuZS4Ylkh2g3Ix90ev0OVu3Z4%2BDuWQyE95Oae1GdTItuy4S5ATgn1vP14zmnctsEFlL2GoDf%2BhBKtHUGjBSXqpi20Jx%2BBJfbEsd1Vru2oIjX1CmtY0vFGtYcImi51jMcKK8YWq2mP5l3KnvTLvnTI9UjMdDq0LQGT6sDRIxU19aU9YtDtGLJ07nQLAo18eSw9A2ZoaKZHilHbuauHUigNM5KA&nvMid=88957834934&catId=50000249
아이폰 13 미니 128GB [SKT],최저1원,https://cr.shopping.naver.com/adcr?x=wEO1ILCuQuaLOey0k1oc%2BP%2F%2F%2Fw%3D%3DsMhazmUTraNQtxURuGpFhKeSASC2d8bQgDBVZ6I%2FURNrxTAJR5s3V3RheLYZrm3hThtjleqf%2BRuKB6ybqCXTm6Wg6HabDTRx466CGciRiUnFBZuMfzSBinsMMtj7lqMfUpmWMW02Rfkp%2Fa7XIA5kPyigqPjVtKicAMxlBv5fNcgvumundRtj6DafqB7IoIcy%2F334rL%2BbR36BhYe0R%2FrUmjkI1yUrC8vID%2FKz%2F8c89qMsSk2DGuPAbOJ7a76%2Fx61E4Y2ZxuAuvSW7ZwIsaDJftz694IFlqpi2PXO88uXmhtpESWkA26NjCjQKaiTj79qQ2IYcO%2BwZChQd38bYTPmzUgD9rXyqENDUD8omnd%2BAEOivf3Vb8LXDlJWzaxi1N0VJ6BRduNa4mMrJb1lR3tylmmVC8IvS%2BNPsEPJ7D6mlNi%2F73p6D4b9UdWu%2Bn8ePlI3gG9NCXNo%2Bh%2BVWWSXWSy5R7B0tdy%2F0DPgmbquq6SjnyPoOyovKRC4aHTXKUgO0QOirGjcrsH992U5ywQWl4X09gZcjV867IxYgYpPrpQyOT7lj6779orgmMuQ7EyTIvk2U4E%2Fr%2B9ghvMuA%2FvkhnVkrsChGk4XMJtozo5T3u6g%2BJ%2BOtuDQa3auZmUn4LW2JDuE03pMrwdJMnmKruheqUHlr708cgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=29030427586&catId=50000246
애플 아이폰 16e 512GB 미개봉 새제품,"880,000원",https://cr.shopping.naver.com/adcr?x=Z7FFGyS2dBtInw7MuDJ3m%2F%2F%2F%2Fw%3D%3DsKf5L%2FmxhMe%2BaQ5qXkluaNjGa%2BN6%2F7njCpICiby8ydWxyoYErd7Wx1dfdVO6hh7qV1z3HVEqLP1LTsUSTHOpjosKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF1icMXIU4DJauZu2Mf1spjWPsT%2FxSjpUJFdlZfyHQtivxKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyN%2BrXkdMIzHc2uio0Ch8ee%2BAixnWzabim34zkcem3JwmvX82Y5Ils9cLeBDu1LyZBzgU9fyuaGa6fp8OZRNha8sUIkt5M0yIil13vZMydQVHa6Vks%2B2VmMH7X%2BXhca4pjW3xbnPQkj81p5ETqqbdnQEm3O7rBcI0ohgitEoFMWztO18rdD2KF3cUMbBBeUZvg%2B7iU5ZysEms3gXK3ilblJ82IWAinpDwg720zBf8CUKXb%2BiORY754wL3XTGIQtrGISktiVl0XzezKLTDmp01yNx173QWZmnQnJP6wXTTwS28xyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=89710099680&catId=50001519
해외아이폰se1세대 학생폰 iPhone 카메라 공기계 골드 세컨폰,"39,130원",https://cr.shopping.naver.com/adcr?x=sGZJYuq1jEtzUUhFVwloOf%2F%2F%2Fw%3D%3DslVCGbIyJbXJ%2FkcvJB3y5dFK6WJcAceQ18PUwiJr5e9oAjU5j3gjlMYsRq8%2BGHFpS5A8hwA3hKOkdd%2BG89lh8kzXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQpIpJ6LpiCpTGwPiLue0aCpCNfHYFyP3Zga6vKfuOiKRKq%2BTDriK%2Bi%2FTs1AMNo3PcmjdDQPT9rm7fJw90nXZBNgURpBvIw79rswtOzKpocBLti0b778Si%2F8IDCLCgq4VN%2BBR%2BS9U10lC1RR1XNIUgk33HzK7ICYRwdqEB0iK5u%2BztVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv7QIXciNi1olqs%2BT493%2F5LQWioNqsZUGnwmKOUlnOCKQS25wFKNFGab1Mlgs7bQfmWnO26O9E0sgBwYIMn2iT4VeXs8JhKr1w%2FfTQog2lGikjx6S5cR27NeFL4v4XiiM28iVXI%2FqhOr2sfOyN%2BlEl5ZhlL8%2FUCwY1IHxpL1j731DXgPWSCfBf9RRXSF%2FccYbsnRkVuYbwc5LZnXWkQ8oDTeSOA3CUbK4rNUkk8MyCQEx3ik77NRTwd%2BCYpq%2FTvcWlMvTtug4vCjEvohqOyQz59mxsXACsA6A%2F2iv9ODw9yMO6TmWOxDtk2EuWKJDS%2B1Mys2OqH9l6YII5ugOGfB4CYY%3D&nvMid=54578691968&catId=50000249
해외아이폰6S 공기계 모두의애플 무음 6s 실버 16GB WIFI,"116,500원",https://cr.shopping.naver.com/adcr?x=b%2FhFSfXjpT72D3UfQq%2FaRf%2F%2F%2Fw%3D%3Ds5Qft9yHaFFPfCswd8cwHAnLOr13U8dn0Rrdm7dw1mEEAjU5j3gjlMYsRq8%2BGHFpSlXAGrIXoSP%2Be4OhIMu2j1TXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpXzoFTOZ6C65yNYci%2BLmNTvYEKPi0amLWQYf3KqAdZzsnHzK7ICYRwdqEB0iK5u%2BztVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv2SWTQ%2BeA2%2FCqn8xfKDRW5P1Y3wxXaZN1%2BIxBTxAjPXFDG4evy%2BM13j64UYOnhTyGdcAAO%2FItxGFrspCcQADn5bdcKGS8K3v9HOi3wvF0LzmHdoRiBuPVRnT%2B8OoqltgSuBLD9zoTNmHrj0TSTPK2U8qsB6%2B8mem%2F3wKVZjvWvRGjwuiTM7PQa2xKkK70%2BffgjEb%2BnrG6qZpGBkVdYntNdkYe9Vx7eCUY%2FOHQXZpSa3OE2rWgjg1VckQZK2hQst1Nq3EcbSv%2FfGykko56l413uze%2B0Oq1wYDN3wxHVrovJjBtkpMl8BsivU2HwwRsoiEgQE0KAaGcmhjIDxXiPYBFw0NUJgJp6CUXauCvW7Y5AjN&nvMid=89350493598&catId=50001519
해외아이폰 Xs 무음 공기계 언락 인스타 세컨폰 실버 64GB 항공,"297,500원",https://cr.shopping.naver.com/adcr?x=W61LK0pHj6gyvYQyFpVdV%2F%2F%2F%2Fw%3D%3DsArm6K8zObAfboOlQqZbvpa14KbxyNxRSGd996HYNiIYAjU5j3gjlMYsRq8%2BGHFpS7noEmmeeaBIHfp5uNNmI3TXJD0NsZoE8wg%2BLc2SvDZhHRaISaXjSXtxpkOUV9xcVYGgJgOkBOhv00VctSKEY2gqaAUUK0wfEnvAn8a3oubnlU05CXBhSD3WPPdCE7tQphNAWEw0JCsb7LJXBJqKWV9015zgK%2BP5r4ZCysDfiDpUeDSrMay8v3njg8mOH8SoN1g8tQOXbtVS%2Bs8xgNLh13nHzK7ICYRwdqEB0iK5u%2BztVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv98Q7t6wcJaQoBSOUqFWC%2BAXwN2oN%2FNwkx3bK8mvZTbg5adVVOd36sZSkwU%2FrusCgjiQsP%2BbUlZdO5sSlPb1MRCkJeeZ%2Fgds%2F%2FgOmsQgjHzDFO9sDzRw6RCYEGvd2fB4FpCJHUOrulA%2B42JyKCCq0D4duC3k1tv2KCru%2BmLuhrG9XtBNhmn68VmsvcaFMf7XapCjAckk6uQeiUUDjHJRUDwwCH9KIdZsbYek1no04NIyB4NKo5nyv3DFdaeCJoTlZqOuBZD%2FQkGyMe53inOjnLWQUkt5g7zQpX4qiGVSH1Wz7zJHCKn4Ju1nM01%2FCaoI4WliOjmE8rDJostGiSZ%2BDA5Xc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=89722101331&catId=50000249
아이폰 사전예약 애플 아이폰17 프로 부산휴대폰성지 온라인 핸드폰 개통 휴대폰성지 시세표,100원,https://cr.shopping.naver.com/adcr?x=313UazKHMLU0erEw%2FzEUY%2F%2F%2F%2Fw%3D%3DsVZFEtsajMThvgej50STuR%2BXQ4BBmbvwAkCYuNaK2HnRyoYErd7Wx1dfdVO6hh7qVl8uMJhRPPEJZ4UFAOEfKqcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVvmzogpoodbe2tETAnPInphv0KXtSAd7Nx2AdxYITJULxZWuvR77kt%2FLV9FCkG%2B0ZKqWdBe2ggld1zFB%2FGbs8YZ3%2BAHbAorl%2BEQmQYNM1TqAVd1SPhxNyVYaa8CGm6Hrvv3sWRfAdqWuFWOuswFVdYTWfO1bMW3pjep%2FoDC8p5zwyhEAAzBLDLfT4H%2BPaIJmaTB%2Fu4CeJ3r7tX51%2BDY%2FuCx9OhkI%2B6Os%2FQp9yMewl4EoHi%2FJg47oNDDASkMKeDThBwc%2B%2FjkR2vl%2B%2B%2B%2F%2BVPNlrhSe%2BwWnuWri%2BrdilaYJI6sABnRDxjcMd%2FugK9Ir7Kyu9u%2FaZDunUnivakt%2BfqGUOHFxwJ0R1V%2FZ0Djx1kck1ALtnRJNiq4i%2FNCdKfPWV1BJqkcJhBU0uTW5xNjhnsS1TheI62f%2FZaPFS0MS%2FTwmQitioWGocqUwC0bTrJ92pNqeVQtrv%2BR7NRpC368NdErO1mpFmL04xy5xb4%2BtJLaMUvZCMxHYlFJW0ib1aQKu2mPvDE4%2BV8UtmoEjIkc3CfaNdWSJwk1ujWh2HT%2FggwWb3QeUYFgO9%2BIvp%2F%2B1fm5ggTa3ZmwQVEjcaOjafoTsw%2FD6NRp5IH%2BARLQtKJF9CtYkWe7x8CXl251OpmWizflz2KEWc2D3ZF8gXdvs9IgAkjVz%2Fm2Aek05N6%2FIu825CRAZaz2XNjqh%2FZemCCOboDhnweAmG&nvMid=52686376442&catId=50001519
아이폰 14 256GB Apple 미개봉 새상품,"447,000원",https://cr.shopping.naver.com/adcr?x=dUzIPZWByF6LBfnqswjBMf%2F%2F%2Fw%3D%3Ds8ywiVzUSdM%2F%2BulXN4Ikj%2Fk5mcX9stYzuP1zvIOmXtc9yoYErd7Wx1dfdVO6hh7qVQA7kBJs%2BjtDByDarJ3FeHcKdlAuo4CRofAy%2FiHp8jqv8RtWXQ%2B4yWv%2FzzZujOpojg%2Fq43gEJBpuKo4bl1tT3pjaVokXeB%2BFEPJLMumGeWy5moZM3gSNH3h6%2BDtNnzbeVyaxxRm4H8HcYDi0B3B3iQmfQT7uWwvxdz8nMvhXCKF0f%2BNagS9zKQQNdocHkSq9uPsT%2FxSjpUJFdlZfyHQtivxKy3LoYl2rVajvOxbF9h7C54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyMBfz6AhgKYCm4VS4B%2Fr8itv37qqrGz6%2Flcmfh8tq7KZK98KaIZa4VBE0V5wqYGSTmCAaHbWp77I7RbTr39LSF2MHn7BDBNaqXNmoKbAeTMv2jZurF%2FxcXwBCl0373diaHf5yKBm%2Fkwo27nAkv88TTvlrWJaEAsyBxB%2FVyTfQsiSmizsw57iASTSdiNeVn6Lnbi5uNX5hqP4vg1KpU%2FCy9TTn%2BIvcxawVxNuePP9ktet1rLBFtqt14%2BDqVNT47%2BaZJnh57kH%2BNhllzMTHucAbH5blUxObzoybMUouJvGSjn%2FxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=88646679621&catId=50001519
